,Unnamed: 0,Drug_ID,Drug,Y
5790,144993,26671516,CSc1n[nH]c2nc3c(c(=O)n12)C1(CCCCC1)Cc1ccccc1-3,0
5791,57638,56318541,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CSc3ccccn3)CC2)c(C)c1,0
5792,303451,26664751,CC(C)(C)NC(=O)NCC1CCCC1NC(=O)NC(C)(C)C,0
5793,28670,47200077,CN1CCN(CCCOc2ccc(-c3ccccc3)cc2)CC1.Cl,1
5794,41620,849017,CCOC(=O)c1sc(NC(=O)CSc2nnc(C(C)C)n2CC)nc1C,0
5795,301470,3717587,Cc1cc(NC(=O)COn2nnc3ccc(Cl)cc32)no1,0
5796,133161,49823073,COc1cccc(/C=C2\SC(=S)N(CC(=O)N(C)C3CCS(=O)(=O)C3)C2=O)c1,0
5797,114125,24807259,COc1ccccc1Nc1nc(NCC2CCCO2)c2ccccc2n1.Cl,1
5798,104230,7974810,Cc1cc(CN2C(=O)c3ccccc3C2=O)cc(N2CCOCC2)c1,0
5799,74729,47204068,Cl.Fc1ccccc1/C=N/N1CCN(Cc2ccccc2Cl)CC1,0
5800,264702,14743631,Cc1cc(C)nc(SCC(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)n1,1
5801,141227,14743467,O=C(Nc1nc(-c2cccs2)cs1)c1ccc(Cl)cc1,0
5802,48315,26657741,CC(=O)NC(CC(=O)Nc1nccs1)c1ccccc1.O=C(O)C(=O)O,0
5803,19733,22410418,CC(C)Oc1ccc(C(=O)Nc2ccc(Cl)c(S(=O)(=O)Nc3ccc(Cl)cc3)c2)cc1,0
5804,233456,56322689,COc1ccc(C(=O)c2c3ccc(C(F)(F)F)cc3[n+]([O-])n2CCC[NH3+])cc1.[Cl-],1
5805,126300,24822567,O=C(O)/C=C/c1ccc(S(=O)(=O)NCc2cccnc2)cc1,0
5806,213463,49820919,COc1ccc(CN2C(=NC(=O)CCC3CCCC3)SC3CS(=O)(=O)CC32)cc1,0
5807,49782,17388560,CCOc1cc(/C=N/NC(N)=O)cc(Br)c1OCC(=O)Nc1ccccc1C,1
5808,93066,49721446,COCc1ccc(C(=O)N(C)CC2CCCN(CCc3ccc(Cl)cc3)C2)o1,1
5809,85614,47196209,O=C(O)/C=C\C(=O)O.c1ccc(C(OCCN2CCN(c3ncccn3)CC2)c2ccccc2)cc1,1
5810,187047,24809045,CC1=C(C(=O)OCC2CCCO2)C(c2ccccc2)C2=C(CC(C)(C)CC2=O)N1,0
5811,72174,26663283,FC(F)(F)c1ccc(Cl)c(-n2c(Cc3cccs3)n[nH]c2=S)c1,0
5812,305447,24800507,OCC1CCCN(C2CCN(Cc3nc(Cc4cccc(C(F)(F)F)c4)no3)CC2)C1,1
5813,82815,49721114,Cc1ncc(CN2CCCC(C(=O)Nc3ccc(-c4ccco4)cc3)C2)n1C,1
5814,64540,56316680,CCN(CC)S(=O)(=O)c1cccc(NC(=O)C2CC(=O)N(c3ccc4c(c3)OCCO4)C2)c1,0
5815,57606,56423107,CS(=O)(=O)O.Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,1
5816,132290,22402894,COc1cc(C(=O)OCC(=O)NCc2ccc(F)cc2)cc(NC(=O)c2cccs2)c1OC,0
5817,141315,57261415,Cc1cc(C)c(NC(=O)Nc2ccccc2)c(C)n1,0
5818,29814,24841284,Nc1nc(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)nc(Nc2ccccc2)n1,1
5819,138186,856092,CCOC(=O)c1[nH]c2ccc(C)cc2c1N,0
5820,89407,49818479,C/C=C(\C)CN1CCC(n2nccc2NC(=O)c2ccc(OC)cc2)CC1,0
5821,85079,17514426,Nc1nc(NCC2CCCO2)nc(NCC2CCCO2)c1[N+](=O)[O-],0
5822,131214,24840840,CCOC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CCN1CCC(C(=O)OCC)CC1,1
5823,261702,17413533,COc1cc(C(=O)Nc2ccc(Br)cc2C(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,0
5824,268552,24782089,Cc1cccc(NC(=S)N(CCCN2CCCC2)Cc2cccn2Cc2ccc(Cl)cc2)c1,1
5825,63454,26659855,O=C(c1ccccc1F)N1CCCC(C(=O)N2CCN(c3ccccc3)CC2)C1,0
5826,173241,17515759,O=C(CSc1ccc2nnc(-c3ccccc3)n2n1)N1CCCc2ccccc21,1
5827,219546,3711456,O=C(Cn1cnc2ccccc2c1=O)Nc1ccc2c(c1)OCCO2,0
5828,269163,24787743,COCCNCCCCSc1ccc(Cl)cc1,1
5829,105918,14725853,Cc1ccc(C)c2c(SC(C)C(=O)NCc3ccco3)nc(-c3ccccc3)nc12,1
5830,227345,859823,CN=C1c2cc3c(Br)c(OC)ccc3n2CCN1C.Cl,1
5831,40364,56317326,COCCn1c(SC(C)C(=O)NCC2CCCO2)nc2scc(-c3ccc(F)cc3)c2c1=O,1
5832,160872,49677618,O=C(O)c1ccccc1CSc1nnnn1-c1ccccc1,0
5833,263946,49669011,COc1ccc(Nc2c3c(nc4ccc(C)cc24)CCC3)cc1.Cl,1
5834,107121,14738595,O=C1/C(=C/c2cccs2)CCc2ccccc21,0
5835,106052,846369,COc1ccc(C(=O)NCCCn2ccnc2)cc1.Cl,0
5836,202564,46501322,Oc1ccc(C[C@@H]2CNCCN2CCc2cccc3ccccc23)cc1,1
5837,209832,47200657,NNC(=O)C1COc2cc3ccccc3cc2O1,0
5838,125155,861545,Cc1ccc2cc(CNC(C)(C)C)c(=O)[nH]c2c1,0
5839,299057,51086548,O=C1CC2(CCN(S(=O)(=O)c3ccccc3F)CC2)Oc2ccccc21,1
5840,241644,24800038,CCOC(=O)N1CCC(N2CCCC(C(=O)c3cc(C)c(OC)c(C)c3)C2)CC1,1
5841,280978,49649624,O=C(O)CC1S/C(=N\N=C2\C(=O)Nc3ccccc32)N(c2ccc(O)cc2)C1=O,1
5842,12057,857016,Cn1c(/N=C/c2cc(Cl)ccc2O)nc2ccccc21,0
5843,262496,22404573,CCOc1cc(Cl)c(NC(=O)CC)cc1OCC,0
5844,138468,14726844,Nc1ccc(C(=O)OCc2nc3c(ccc4ccccc43)[nH]2)cc1,0
5845,138785,24781246,Cc1ccc(OCC(O)CN2CCN(c3ccccn3)CC2)c(C)c1.Cl,1
5846,114625,17510722,CCc1ccc(Sc2cc(C(=O)NCCN3CCOCC3)c3ccccc3n2)cc1,1
5847,236102,24798540,COc1cccc(CN2CCN(C3CCN(c4cccc(C)c4C)CC3)CC2CCO)c1,1
5848,7270,7975000,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccco3)c2ncn1Cc1ccco1,1
5849,9870,49674710,CCN(CC)S(=O)(=O)c1ccc(NCCCn2ccnc2)c([N+](=O)[O-])c1,1
5850,158359,49729788,COc1ccccc1NC(=O)N1CCC(C(=O)c2ccc(Cl)cc2)CC1,1
5851,32766,24815394,Cn1cc(SCC(=O)NCc2ccc(F)cc2)c2ccccc21,0
5852,77937,85148449,O=C1C=C(c2cccc(CO)c2)C[C@@H](c2ccc(Cl)cc2)C1,1
5853,155775,14743620,Cc1ccc(-n2nc(C)cc2NC(=O)c2ccc(C)s2)cc1,0
5854,303575,49821950,CCCc1cc(=O)oc2cc(OCC(=O)N3CCN(Cc4ccc5c(c4)OCO5)CC3)ccc12,1
5855,52817,17433539,CCOc1ccc(C(=O)NC(=S)Nc2ccc(NC(=O)c3ccco3)cc2)cc1[N+](=O)[O-],0
5856,129839,57260964,N#Cc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCN(Cc4ccc5c(c4)OCO5)CC3)CC2)cc1,1
5857,244286,863185,Cc1cccn2c(=O)c3cc(C(=O)NC(C)C)c(=N)n(Cc4ccncc4)c3nc12,1
5858,257111,49828374,C[C@@H](C(=O)NC1CCN(Cc2ccccc2)CC1)N1C(=O)N2CCc3c([nH]c4ccccc34)[C@@]2(C)C1=O,1
5859,269672,49715452,COc1ccc(S(=O)(=O)N2CCCN(CC(=O)Nc3ccccc3F)CC2)cc1,1
5860,116269,24780910,CC1CCN(CCC(=O)Nc2ccc(Cl)cc2)CC1.Cl,1
5861,262187,14739115,CCOc1ccc(N/C(C)=C/C(=O)c2ccc(C)o2)cc1,0
5862,131095,4263593,Cc1ccc(OCCN2C(=O)c3ccccc3C2=O)c(C)c1,0
5863,37786,24811287,CCCCCC(O)(CCN1CCCCC1)c1ccc(OCC)cc1.Cl,1
5864,234645,4248978,COc1ccc(NC(=O)CN2CCN(CC(=O)Nc3ccc4c(c3)OCO4)CC2)cc1,1
5865,258641,74373928,CC[C@@H](CCC=C(C)C)C(=O)N(Cc1ccccc1)c1ccccc1,0
5866,235266,4246992,COc1ccccc1-c1cc(C(F)(F)F)nc(NCc2ccco2)n1,0
5867,245360,51090318,CCOc1ccc(NC(=O)CSc2ccc3nnc(-c4ccccn4)n3n2)cc1,1
5868,18737,24833113,CCN(CC)C(=O)c1[nH]cnc1C(=O)N[C@@H](C)C(=O)OCc1ccccc1,0
5869,177735,57256230,Cc1ccc(NC(=O)[C@@H]2CCCN2C(=O)c2cccs2)cc1S(=O)(=O)N1CCCCC1,1
5870,254132,24794529,CC(=O)CCc1ccc(OCCCCN2CCC(Cc3ccccc3)CC2)cc1.O=C(O)C(=O)O,1
5871,183883,14730390,CCCCCNC(=O)N[C@H](C(=O)O)C(C)C,0
5872,251357,4252211,COc1ccc(N2CCN(CCCNC(=O)Nc3ccccc3C)CC2)cc1,1
5873,91793,14745510,N#C/C(=C\c1cn(-c2ccccc2)nc1-c1cccnc1)c1nnc2n1CCCCC2,1
5874,180089,26732098,CC(=O)Nc1ccc(SC[C@H](Cc2ccccc2)N2CCN(CCc3ccccc3)CCC2=O)cc1,1
5875,177427,49724998,CC1CCN(CCCCOc2ccc(C(C)(C)C)cc2)CC1.O=C(O)C(=O)O,1
5876,147438,24780497,O=C(N/C(=C\c1ccccc1Cl)C(=O)N1CCOCC1)c1ccc([N+](=O)[O-])cc1,1
5877,28459,49819157,COc1cccc(CN(C)C(=O)c2cc(COc3ccc(-n4cncn4)cc3)on2)c1,1
5878,16071,24790491,COc1cccc2cc(-c3csc(NC(=O)CCC(=O)NCCCN4CCC(C)CC4)n3)c(=O)oc12,1
5879,87416,17510806,COc1ccc(N=Nc2[nH]c3ccc(C)cc3c2O)cc1,0
5880,280303,17413243,O=C(CSc1ccc(Cl)cc1)N1CCN(c2ccc([N+](=O)[O-])cc2Cl)CC1,1
5881,175607,24816131,O=C(NCCC1=CCCCC1)C(=O)NCC1OCCCN1S(=O)(=O)c1cc(F)ccc1F,0
5882,68336,24793690,COc1cccc(CNC(=S)Nc2cc(C)cc(C)c2)c1,0
5883,245141,24836156,O=S(=O)(NC1=NCCCCC1)c1ccccc1Cl,0
5884,173302,4262816,COc1ccc(NC(=O)CN2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)cc1,1
5885,22648,24835425,Cc1cc(C)nc(SCc2ccc(C(=O)N/N=C/c3cccnc3)cc2)n1,0
5886,249861,49670532,COCCNC(=S)N(CCc1c(C)[nH]c2ccc(C)cc12)Cc1cccnc1,0
5887,99271,47196108,CN=C1S/C(=C\c2ccc(O)c(OC)c2)C(=O)N1C,0
5888,88168,24812819,CC1CCc2ccccc2N1C(N)=Nc1ccccc1.Cl,0
5889,116524,24786202,CCOC(=O)C1(CCCc2ccccc2)CCN(C2CCC2)CC1,1
5890,223321,46500517,CC1=C(C(=O)OCc2ccccc2)C(c2ccccc2Cl)NC(=O)N1CCCC(=O)O,0
5891,50548,24816325,O=C(CSc1ccc2nnc(-c3cccnc3)n2n1)c1ccccc1,1
5892,82788,24810490,Cc1cccc(-n2nc([N+](=O)[O-])c(=NC3CCN(Cc4ccccc4)CC3)n2O)c1,1
5893,37988,47195113,O=C(/C=C/c1cccs1)NCc1cccs1,0
5894,206835,4242665,CCCS(=O)(=O)N1CCC(C(=O)NCCN2CCC(Cc3ccccc3)CC2)CC1,1
5895,207184,49724097,O=C(c1ccco1)N1CCN(c2ccc([N+](=O)[O-])cn2)CC1,1
5896,29583,57263234,CN(CC(=O)NC1CCN(Cc2ccccc2)CC1)S(=O)(=O)c1ccc(Cl)s1,1
5897,179270,22404107,Cc1ccc2nsnc2c1NC(=O)c1ccccc1[N+](=O)[O-],0
5898,284305,49720341,Cc1cccc(CN2CCC(Oc3ccc(C(=O)N4CCCC4)cc3)CC2)n1,0
5899,73513,859238,CCOC(=O)c1nc(N)c(C(=O)OCC)[nH]1,0
5900,169085,26663533,CN(CCO)c1ncnc2c1sc1nc(N3CCOCC3)c3c(c12)CCC3,1
5901,265316,49732176,Nc1cc(C(=O)Nc2ccc(Cl)cc2)ccc1N1CC2CC(C1)c1cccc(=O)n1C2,1
5902,76925,26729348,OC(CNCc1ccc2c(c1)OCO2)COc1ccc(F)cc1,1
5903,17839,851014,O=C(CN1C(=O)COc2ccccc21)Nc1ccc2c(c1)OCCO2,0
5904,34838,56319648,COc1ccc(S(=O)(=O)N2CCCCCC2)cc1C(=O)N(C)Cc1ccccc1F,1
5905,24227,49642182,CCCCCn1c(=O)c(C(=O)Nc2ncccc2C)c(O)c2ccccc21,0
5906,201624,47198853,COc1ccc(CCC(C)NCCc2ccc(Cl)cc2Cl)cc1,1
5907,278973,24829061,Cc1noc(C)c1COC(=O)c1cnc(Cl)c(Cl)c1,0
5908,222447,22412229,Cc1ccc(C2CC2c2n[nH]c(=S)n2-c2cccc(Cl)c2)cc1,0
5909,70856,47197741,COc1ccc(CN2CCCC(CO)(Cc3cccc(Cl)c3)C2)cc1OC,1
5910,292398,24789177,O=C(Nc1ccc2c(c1)OCCO2)C1CCN(C(=O)c2ccc([N+](=O)[O-])cc2)CC1,1
5911,137108,26665724,CSc1nnc(NC(=O)c2cc(=O)c3cc(C)cc(C)c3o2)s1,0
5912,277119,50086535,CC(C)C[C@H]1CN=C(Nc2ccccc2)N1CCC1CCCC1,1
5913,139230,49715774,O=C(NCCN1CCOCC1)c1cc(-c2cccc(Cl)c2)on1,0
5914,46305,56317708,Cc1ccc(S(=O)(=O)Nc2cccc(C(=O)NCC3(N4CCCCC4)CCCCC3)c2)cc1F,1
5915,188525,14721881,O=C(c1ccc(F)cc1)C1CCN(C(=O)Nc2ccc(F)cc2)CC1,1
5916,291646,49827925,Cc1ccc(C(=O)NCC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,0
5917,151058,49819283,CCOC(=O)C1CCN(C(=O)C2CCCN(S(=O)(=O)c3ccc(OC)c(Cl)c3)C2)CC1,1
5918,297519,853056,Cc1cc(C)c(NC(=O)C2CCCN2CCO)c(C)c1,0
5919,227560,46500159,COC(=O)CCC(=O)OC1(C)C(=O)C2=CN(Cc3ccc(OC)cc3)C(c3ccc(OC)cc3)=CC2=C(Br)C1=O,1
5920,94464,26662262,Cc1ccc2nc(/N=C(\N)NC(=O)NC3CCCCC3)nc(C)c2c1,1
5921,304307,24812571,O=C1N(c2ccc(Cl)cc2)C(c2cccnc2)N2CCCN12,0
5922,197612,49648261,CCNC(=O)/C(C#N)=C/c1c(N2CCN(c3ccccc3)CC2)nc2ccccn2c1=O,1
5923,266848,24818436,C=CCN(CC=C)C(=O)C(=O)c1ccn(-c2c(C)csc2C(=O)OC)c1,1
5924,81875,49727471,COc1ccc(Cl)cc1NC(=O)CN1CCC(NC(=O)C2CC2)CC1,1
5925,5388,4257961,CN(C)Cc1c(O)ccc2occ(C(=O)c3ccccc3)c12,1
5926,48976,24789196,O=C(Nc1ccc2c(c1)OCO2)C1CCN(C(=O)c2ccc([N+](=O)[O-])cc2)CC1,1
5927,180665,17504380,CC(C)OC(=O)/C(C#N)=C/c1cn(Cc2ccccc2)c2ccccc12,0
5928,234798,17408114,Cl.O=C(/C=C/c1ccccc1)N1CCN(CC(O)COc2ccccc2)CC1,1
5929,164808,47196077,CCOC(=O)C[n+]1ccc2ccccc2c1Cc1cc(OC)c(OC)c(OC)c1.[Br-],0
5930,256680,17514471,CCNS(=O)(=O)c1ccc2nc(NC(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)sc2c1,0
5931,172651,17504906,Cc1[nH]c(=O)[nH]c1C(=O)CCCCC(=O)O,1
5932,174767,14741405,CCOc1cccc(NC(=O)CSc2nc(C)c3c(c2C#N)CCCC3)c1,0
5933,7716,24833513,O=C(O)CCNS(=O)(=O)c1cccc(Br)c1,0
5934,298393,49735403,Cc1cccc(NC(=O)CSc2nc3ccccc3nc2N2CCCC2)c1,0
5935,306706,49641094,CN1CCN(c2ccc(NC(=O)c3ccc(Cl)cc3Cl)cc2)CC1,0
5936,278756,49723777,CCc1ccc(NC(=O)CCS(=O)(=O)c2ccc3c(c2)CCN3C(C)=O)cc1,0
5937,132482,49719113,CN(Cc1nccs1)C(=O)c1ccc(OC2CCN(CCc3ccccc3)CC2)cc1,1
5938,103265,24783969,CCOC(=O)C1(Cc2ccccc2)CCN(CC2CC=CCC2)CC1,1
5939,234206,846881,Clc1ccc(C(c2nnnn2C2CCCC2)N2CCSCC2)cc1,0
5940,125085,22404174,COC(=O)c1cc([N+](=O)[O-])ccc1N1CCN(Cc2ccccc2)CC1,1
5941,222120,22405138,C=C(C)C1CC=C(C)/C(=N/NC(=O)c2cccs2)C1,0
5942,22885,4265350,c1cc(CNc2ccc3c(c2)OCCO3)ccn1,0
5943,10522,24798950,OCCC1CN(Cc2cnc(-c3ccccc3)s2)CCN1Cc1ccccc1,1
5944,233675,49665965,O=[N+]([O-])c1ccc(CCn2ccnc2)cc1,0
5945,7635,24784899,CC(C)NC(=O)C1CCN(C2CCN(Cc3nc4ccccc4s3)CC2)CC1,1
5946,83355,24834042,NC(=O)COC(=O)c1c2c(nc3ccccc13)CCCC2,1
5947,189848,24790820,O=C(O)CSc1c(O)c2ccccc2[nH]c1=O,0
5948,207374,49818087,O=C(c1cccs1)N1CCCC(N2CCN(c3cccc(C(F)(F)F)c3)CC2)C1,1
5949,152370,24802716,CCOC(=O)C1=C(C)NC(=NC)SC1c1ccccc1,0
5950,246947,24818310,COc1ccc(-c2cc(C3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)[nH]n2)cc1,1
5951,106742,3716074,Cc1sc2nc3c4ccccc4c(NCc4ccco4)nn3c(=O)c2c1C,1
5952,152676,24781924,CCN(CC)CC.COc1ccccc1-n1c(=S)[nH]c2c(sc(=S)n2-c2ccccc2)c1=O,0
5953,130927,49674755,COC(=O)[C@H](CC(C)C)NCc1cccc(CN[C@@H](CC(C)C)C(=O)OC)c1,0
5954,116916,24832914,CC(C)(C)C(=O)CSc1nc(N)cc(=O)[nH]1,0
5955,56840,7972675,COc1ccc(S(=O)(=O)N(CC(=O)NCCCN(C)C)c2ccc(C)cc2)cc1OC,1
5956,1351,14739990,Cc1cc2c(C)c(C)c(=O)[nH]c2cc1N,0
5957,256790,26668969,Cc1ccc2cc(CN(CCCO)S(=O)(=O)c3cccc4nsnc34)c(=O)[nH]c2c1C,0
5958,127691,49668441,CCC(CC)N1CCN(Cc2nc3ccc([N+](=O)[O-])cc3c(=O)n2-c2ccccc2F)CC1,1
5959,300460,4264003,COc1ccccc1Oc1coc2cc(OC(=O)N3CCOCC3)ccc2c1=O,1
5960,279027,17433024,CCn1c(SCc2ccc(Cl)c(Cl)c2)nnc1C(C)NC(=O)c1ccc(OC)cc1,0
5961,56446,49719680,Cc1cccc(N(C)S(=O)(=O)c2ccc(-c3cnc(C4CC4)o3)cc2)c1,0
5962,54932,22407047,CN(C)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)cc1.[I-],1
5963,79467,17412453,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)c1ccccc1,0
5964,280898,49671227,COc1ccc(-c2cc(C(=O)N(C)Cc3cccc(OC)c3OC)c3ccccc3n2)cc1OC,0
5965,141492,57262514,Cc1ccc(S(=O)(=O)N2CCCCC2)cc1NC(=O)c1c(-c2ccccc2)noc1C,0
5966,243971,24795418,CCC(=O)NC(c1ccc(N(C)C)cc1)c1c(O)ccc2ccccc12,0
5967,248094,24813391,CC(C)CC(=O)NC(NC(=S)Nc1ccccc1)C(Cl)(Cl)Cl,0
5968,110942,57262593,Cc1ccc(NC(=O)COC(=O)C2CCN(c3ccc(C(F)(F)F)cn3)CC2)cc1,0
5969,30035,17513526,Cc1ccc(N2C(=O)NC(NC(=O)c3ccc(Cl)cc3)(C(F)(F)F)C2=O)cc1,0
5970,107613,26726452,OC1(c2ccc(Cl)cc2)CCN(Cc2cn[nH]c2-c2ccc(F)cc2)CC1,1
5971,80619,49648652,O=C(NCc1cccs1)c1cc(-c2ccccc2)nn1CC1CC(c2cccc([N+](=O)[O-])c2)=NO1,1
5972,236897,49670576,CCCCN(C)CCCNC(=O)c1cc(-c2cccnc2)nc2ccccc12,1
5973,177118,47201620,Cc1cccc(CCNCc2cc3cccc(C)c3[nH]c2=O)c1,1
5974,18705,74373541,[Cl-].c1ccc(CC[C@@H]2CC[C@@H](CCc3ccccc3)N2)cc1,1
5975,79612,24807605,COc1cc2c(C)nc3c(cnn3-c3ccccc3)c2cc1OC,0
5976,79834,47196821,O=C(CCCc1ccccc1)N1CCN(C2CCCCC2)CC1,1
5977,218535,17432359,O=C(O)/C=C/C(=O)NCc1ccccc1,0
5978,137805,51087194,O=C1CC(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)CN1c1ccc(Cl)cc1,1
5979,262788,49820465,O=C(Nc1ccc(CN2CCOCC2)cc1)c1ccc(-c2cccc([N+](=O)[O-])c2)o1,0
5980,282084,49673570,Cc1cccc(NC(=O)CNCC(=O)Nc2cccc(C)c2C)c1C.Cl,0
5981,147431,24807669,COc1ccc(/C=N/Nc2nccnc2Cl)c(OC)c1,0
5982,123270,24801926,O=[N+]([O-])c1ccc(N2CCN(S(=O)(=O)c3ccccc3)CC2)c2cccnc12,1
5983,190753,49721931,CCOc1ccccc1NC(=O)c1nc(S(=O)(=O)Cc2cccc(C)c2)ncc1Cl,0
5984,17037,24782592,CCOc1cccc(CN2CCN(CCc3ccccc3)C(CCO)C2)c1O,1
5985,161049,3717090,Cl.OC(COCC1COc2ccccc2O1)CN1CCc2ccccc2C1,1
5986,17864,26663145,Cc1c(Nc2c3ccccc3nc3ccccc23)c(=O)n(-c2ccccc2)n1C,1
5987,51547,50085823,Cc1ccc(NC(=O)NNC(=O)C2CC(c3cccs3)=NO2)cc1,0
5988,6865,57259468,CC1CC(C)CN(C(=O)COC(=O)c2ccc3c(c2)C(=O)N(Cc2ccco2)C3=O)C1,1
5989,210791,49721860,Cc1cc(F)ccc1NC(=O)c1cc(S(=O)(=O)N2CCCC2)cn1C,0
5990,59767,51089151,CC1CC(NS(=O)(=O)c2cc3c4c(c2)CCN4C(=O)CC3)CC(C)(C)C1,1
5991,200631,853208,c1coc(-c2nn3c(-c4ccco4)nnc3s2)c1,0
5992,211434,864349,c1ccc(-c2nc(N3CCCCCC3)c3ccccc3n2)nc1,1
5993,247066,850374,Cl.O=C(CN1CCN(C2CCCCC2)CC1)Nc1ccccc1N1CCCCC1,1
5994,138898,14728042,CCn1c(CNC(=O)c2ccco2)nnc1SCC(=O)Nc1ccc(Br)cc1F,1
5995,82452,22410735,O=C(/C=C/c1cccc(F)c1)Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCCC1,1
5996,37194,57266042,Nc1nc(COC(=O)C2CC(=O)N(Cc3ccccc3)C2)nc(Nc2ccccc2)n1,1
5997,57241,24789153,CC(C)NCCCCOc1ccc(Br)cc1Cl.O=C(O)C(=O)O,1
5998,23590,24798768,Cc1ccc(-c2[nH]ncc2CNCCc2cnn(-c3ccccc3)c2)cc1C,1
5999,75337,49678887,O=C(CN1CCN(CC(=O)Nc2ccc(Cl)cc2)CC1)Nc1ccc(F)cc1,1
6000,209488,49737734,COc1ccc(CN2CCC(n3nccc3NC(=O)C3CCCC3)CC2)c(OC)c1,1
6001,192655,24841107,Cn1c(CCN2CCCCC2)nc2cc(NS(=O)(=O)c3ccc(F)cc3)ccc21,1
6002,131888,22400487,CNC(=O)C1Cc2ccccc2CN1S(=O)(=O)c1cccs1,0
6003,39387,24810185,C/C(=N\NC(=O)c1ccccc1NC(=O)c1ccc(Cl)cc1)c1ccncc1,0
6004,849,49675151,CCOC(=O)C1CCN(C(=O)c2ccc3c(c2)S(=O)(=O)c2ccccc2C3=O)CC1,1
6005,216514,24829015,CCC(C)NC(=O)CSc1nc2ccccc2c(=O)n1-c1c(C)n(C)n(-c2ccccc2)c1=O,0
6006,17697,26662020,CC(C)c1ccc(/C=N/N2CCN(c3ccccn3)CC2)cc1,0
6007,161343,24799546,O=C(Nc1cccc(Cl)c1)N1CCC(CO)(CCOc2ccccc2)CC1,1
6008,43745,26668393,O=c1cccc2n1CC1CC2CN(c2ncnc3c2cnn3-c2ccc(Cl)cc2)C1,1
6009,150610,57259370,COc1ccccc1S(=O)(=O)N1CCN(S(=O)(=O)c2cccs2)CC1,0
6010,127768,49728600,Cc1ccc(-c2cc(C(=O)N3CCCCCC3)no2)cc1,0
6011,71821,49820458,C=CCn1c(SCC(=O)Nc2ccc(F)cc2F)nnc1-c1cnccn1,1
6012,45587,26732113,CCN(CC)C(=O)CC(c1cc(OC)c(OC)c(OC)c1)c1c(OC)cc(OC)c2c(-c3ccccc3)cc(=O)oc12,0
6013,89398,49721005,CCOc1ccc(NCc2cccn2-c2nnc(N3CCC(C(=O)NCCCN4CC(C)CC(C)C4)CC3)s2)cc1,1
6014,147931,24779761,O=C(C1=C[C@@H](C2CC2)C[C@@H](OCCCCO)O1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,0
6015,37691,7976536,c1ccc(CCN2CCC(N3CCN(c4ccccc4)CC3)CC2)cc1,1
6016,230091,56321752,CN(Cc1ccccc1)S(=O)(=O)c1ccc(Cl)c(C(=O)NCc2ccncc2)c1,1
6017,211423,4263569,Nn1c(CN2CCCCC2)nc2ccccc2c1=O,0
6018,248261,24799563,Cc1ccn2c(CNCC3OCCc4ccccc43)c(C(=O)N3CCCCCC3)nc2c1,1
6019,72436,24808174,c1ccc2c(c1)nc(NCc1ccc3c(c1)OCO3)n2CCN1CCOCC1,1
6020,65132,56462964,Cc1cccc(CCN2C(Nc3ccccc3)=NC[C@@H]2CC(C)C)c1,1
6021,230230,3712497,O=C(Cn1cnc2ccccc21)OCC(=O)N1CCCc2ccccc21,0
6022,286298,47198804,N#C/C(=C\c1cccnc1)c1ccc([N+](=O)[O-])cc1,1
6023,101345,22415789,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)NCCSCc1ccco1,1
6024,221556,49714742,CCOC(=O)N1CCC(NC(=O)C2CCCN(Cc3nc(-c4ccc(CC)cc4)oc3C)C2)CC1,1
6025,106133,14732299,CC(=Nc1ccccc1)C1=C(O)CSC1=O,0
6026,16414,26665658,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccco3)c2ncn1CCCO,1
6027,283676,26664009,Cc1ccc2c(CN3CCOCC3)cc(=O)oc2c1,0
6028,257021,3714167,COc1ccccc1NC(=O)CN1C(=O)NC(CC(C)C)C1=O,0
6029,45777,14743648,CCN(CC)S(=O)(=O)c1ccc2c(c1)nc(SC(C)C(N)=O)n2-c1ccc(OC)cc1,1
6030,110153,864053,C=CCn1c(SCc2ccc(C#N)cc2)nnc1-c1cccc(Cl)c1,1
6031,304113,56315786,CN(CC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1)C(=O)c1cn2ccccc2n1,1
6032,148030,49732483,CCc1ccc(CNC(=O)C2CCC(=O)N(CCc3ccc(Cl)cc3)C2)nc1,1
6033,146036,17411842,COc1cc(C=O)ccc1OCCOCCOc1ccccc1Cl,0
